Cd_Mun;Município;area_plantada_ha
2611002;Petrolândia (PE);3647
2611101;Petrolina (PE);28295
2611200;Poção (PE);1125
2611309;Pombos (PE);1905
2611408;Primavera (PE);5632
2611507;Quipapá (PE);2319
2611533;Quixaba (PE);3761
2611606;Recife (PE);-9999
2611705;Riacho das Almas (PE);903
2611804;Ribeirão (PE);12870
2611903;Rio Formoso (PE);8325
2612000;Sairé (PE);420
2612109;Salgadinho (PE);710
2612208;Salgueiro (PE);882
2612307;Saloá (PE);3320
2612406;Sanharó (PE);2400
2612455;Santa Cruz (PE);10060
2612471;Santa Cruz da Baixa Verde (PE);2958
2612505;Santa Cruz do Capibaribe (PE);312
2612554;Santa Filomena (PE);11528
2612604;Santa Maria da Boa Vista (PE);8956
2612703;Santa Maria do Cambucá (PE);1705
2612802;Santa Terezinha (PE);2922
2612901;São Benedito do Sul (PE);499
2613008;São Bento do Una (PE);7260
2613107;São Caitano (PE);1540
2613206;São João (PE);10631
2613305;São Joaquim do Monte (PE);224
2613404;São José da Coroa Grande (PE);260
2613503;São José do Belmonte (PE);3499
2613602;São José do Egito (PE);9930
2613701;São Lourenço da Mata (PE);3055
2613800;São Vicente Férrer (PE);7252
2613909;Serra Talhada (PE);4831
2614006;Serrita (PE);2805
2614105;Sertânia (PE);6506
2614204;Sirinhaém (PE);13180
2614303;Moreilândia (PE);1559
2614402;Solidão (PE);2410
2614501;Surubim (PE);3652
2614600;Tabira (PE);9025
2614709;Tacaimbó (PE);1515
2614808;Tacaratu (PE);2829
2614857;Tamandaré (PE);2720
2615003;Taquaritinga do Norte (PE);2810
2615102;Terezinha (PE);832
2615201;Terra Nova (PE);723
2615300;Timbaúba (PE);4703
2615409;Toritama (PE);-9999
2615508;Tracunhaém (PE);4142
2615607;Trindade (PE);2900
2615706;Triunfo (PE);2222
2615805;Tupanatinga (PE);3386
2615904;Tuparetama (PE);1639
2616001;Venturosa (PE);428
2616100;Verdejante (PE);632
2616183;Vertente do Lério (PE);610
2616209;Vertentes (PE);782
2616308;Vicência (PE);19103
2616407;Vitória de Santo Antão (PE);5643
2616506;Xexéu (PE);1633
2700102;Água Branca (AL);1857
2700201;Anadia (AL);9661
2700300;Arapiraca (AL);8587
2700409;Atalaia (AL);15425
2700508;Barra de Santo Antônio (AL);3008
2700607;Barra de São Miguel (AL);3753
2700706;Batalha (AL);1314
2700805;Belém (AL);348
2700904;Belo Monte (AL);270
2701001;Boca da Mata (AL);14843
2701100;Branquinha (AL);4630
2701209;Cacimbinhas (AL);380
2701308;Cajueiro (AL);1012
2701357;Campestre (AL);1687
2701407;Campo Alegre (AL);15250
2701506;Campo Grande (AL);398
2701605;Canapi (AL);1280
2701704;Capela (AL);2751
2701803;Carneiros (AL);639
2701902;Chã Preta (AL);1688
2702009;Coité do Nóia (AL);1092
2702108;Colônia Leopoldina (AL);4961
2702207;Coqueiro Seco (AL);730
2702306;Coruripe (AL);54046
2702355;Craíbas (AL);3586
2702405;Delmiro Gouveia (AL);293
2702504;Dois Riachos (AL);1750
2702553;Estrela de Alagoas (AL);699
2702603;Feira Grande (AL);3526
2702702;Feliz Deserto (AL);4726
2702801;Flexeiras (AL);5206
2702900;Girau do Ponciano (AL);8805
2703007;Ibateguara (AL);2147
2703106;Igaci (AL);2943
2703205;Igreja Nova (AL);5704
2703304;Inhapi (AL);1586
2703403;Jacaré dos Homens (AL);524
2703502;Jacuípe (AL);2863
2703601;Japaratinga (AL);2528
2703700;Jaramataia (AL);264
2703759;Jequiá da Praia (AL);10292
2703809;Joaquim Gomes (AL);3219
2703908;Jundiá (AL);2236
2704005;Junqueiro (AL);9135
2704104;Lagoa da Canoa (AL);4970
2704203;Limoeiro de Anadia (AL);12274
2704302;Maceió (AL);3964
2704401;Major Isidoro (AL);285
2704500;Maragogi (AL);6068
2704609;Maravilha (AL);1100
2704708;Marechal Deodoro (AL);13241
2704807;Maribondo (AL);281
2704906;Mar Vermelho (AL);64
2705002;Mata Grande (AL);1443
2705101;Matriz de Camaragibe (AL);9723
2705200;Messias (AL);3252
2705309;Minador do Negrão (AL);352
2705408;Monteirópolis (AL);541
2705507;Murici (AL);8924
2705606;Novo Lino (AL);2899
2705705;Olho d'Água das Flores (AL);416
2705804;Olho d'Água do Casado (AL);225
2705903;Olho d'Água Grande (AL);123
2706000;Olivença (AL);385
2706109;Ouro Branco (AL);360
2706208;Palestina (AL);42
2706307;Palmeira dos Índios (AL);4261
2706406;Pão de Açúcar (AL);1088
2706422;Pariconha (AL);897
2706448;Paripueira (AL);2312
2706505;Passo de Camaragibe (AL);9430
2706604;Paulo Jacinto (AL);183
2706703;Penedo (AL);15565
2706802;Piaçabuçu (AL);2186
2706901;Pilar (AL);8695
2707008;Pindoba (AL);57
2707107;Piranhas (AL);1114
2707206;Poço das Trincheiras (AL);2374
2707305;Porto Calvo (AL);6526
2707404;Porto de Pedras (AL);6496
2707503;Porto Real do Colégio (AL);2258
2707602;Quebrangulo (AL);2221
2707701;Rio Largo (AL);10085
2707800;Roteiro (AL);4463
2707909;Santa Luzia do Norte (AL);1099
2708006;Santana do Ipanema (AL);3150
2708105;Santana do Mundaú (AL);7962
2708204;São Brás (AL);436
2708303;São José da Laje (AL);14495
2708402;São José da Tapera (AL);5045
2708501;São Luís do Quitunde (AL);19357
2708600;São Miguel dos Campos (AL);23460
2708709;São Miguel dos Milagres (AL);2261
2708808;São Sebastião (AL);8072
2708907;Satuba (AL);1218
2708956;Senador Rui Palmeira (AL);1314
2709004;Tanque d'Arca (AL);385
2709103;Taquarana (AL);3559
2709152;Teotônio Vilela (AL);17761
2709202;Traipu (AL);2076
2709301;União dos Palmares (AL);5338
2709400;Viçosa (AL);686
2800100;Amparo de São Francisco (SE);94
2800209;Aquidabã (SE);828
2800308;Aracaju (SE);32
2800407;Arauá (SE);3486
2800506;Areia Branca (SE);1379
2800605;Barra dos Coqueiros (SE);864
2800670;Boquim (SE);3006
2800704;Brejo Grande (SE);2128
2801009;Campo do Brito (SE);885
2801108;Canhoba (SE);593
2801207;Canindé de São Francisco (SE);571
2801306;Capela (SE);4897
2801405;Carira (SE);30080
2801504;Carmópolis (SE);930
2801603;Cedro de São João (SE);147
2801702;Cristinápolis (SE);4813
2801900;Cumbe (SE);2558
2802007;Divina Pastora (SE);755
2802106;Estância (SE);4541
2802205;Feira Nova (SE);4200
2802304;Frei Paulo (SE);16050
2802403;Gararu (SE);3300
2802502;General Maynard (SE);70
2802601;Gracho Cardoso (SE);3257
2802700;Ilha das Flores (SE);1666
2802809;Indiaroba (SE);4852
2802908;Itabaiana (SE);2802
2803005;Itabaianinha (SE);6669
2803104;Itabi (SE);1005
2803203;Itaporanga d'Ajuda (SE);4341
2803302;Japaratuba (SE);9002
2803401;Japoatã (SE);6041
2803500;Lagarto (SE);8373
2803609;Laranjeiras (SE);5895
2803708;Macambira (SE);3020
2803807;Malhada dos Bois (SE);77
2803906;Malhador (SE);840
2804003;Maruim (SE);2318
2804102;Moita Bonita (SE);1560
2804201;Monte Alegre de Sergipe (SE);2230
2804300;Muribeca (SE);898
2804409;Neópolis (SE);5823
2804458;Nossa Senhora Aparecida (SE);5570
2804508;Nossa Senhora da Glória (SE);7300
2804607;Nossa Senhora das Dores (SE);4583
2804706;Nossa Senhora de Lourdes (SE);507
2804805;Nossa Senhora do Socorro (SE);1393
2804904;Pacatuba (SE);6231
2805000;Pedra Mole (SE);2850
2805109;Pedrinhas (SE);965
2805208;Pinhão (SE);5550
2805307;Pirambu (SE);1022
2805406;Poço Redondo (SE);2029
2805505;Poço Verde (SE);10500
2805604;Porto da Folha (SE);1126
2805703;Propriá (SE);1288
2805802;Riachão do Dantas (SE);5435
2805901;Riachuelo (SE);1785
2806008;Ribeirópolis (SE);1615
2806107;Rosário do Catete (SE);436
2806206;Salgado (SE);3165
2806305;Santa Luzia do Itanhy (SE);4010
2806404;Santana do São Francisco (SE);649
2806503;Santa Rosa de Lima (SE);588
2806602;Santo Amaro das Brotas (SE);2517
2806701;São Cristóvão (SE);1139
2806800;São Domingos (SE);744
2806909;São Francisco (SE);263
2807006;São Miguel do Aleixo (SE);1070
2807105;Simão Dias (SE);31208
2807204;Siriri (SE);1320
2807303;Telha (SE);201
2807402;Tobias Barreto (SE);2524
2807501;Tomar do Geru (SE);2849
2807600;Umbaúba (SE);4667
2900108;Abaíra (BA);842
2900207;Abaré (BA);2071
2900306;Acajutiba (BA);3678
2900355;Adustina (BA);33000
2900405;Água Fria (BA);3852
2900504;Érico Cardoso (BA);1300
2900603;Aiquara (BA);2580
2900702;Alagoinhas (BA);1926
2900801;Alcobaça (BA);3054
2900900;Almadina (BA);2807
2901007;Amargosa (BA);3010
2901106;Amélia Rodrigues (BA);257
2901155;América Dourada (BA);5367
2901205;Anagé (BA);1725
2901304;Andaraí (BA);871
2901353;Andorinha (BA);1808
2901403;Angical (BA);3659
2901502;Anguera (BA);1200
2901601;Antas (BA);4350
2901700;Antônio Cardoso (BA);2255
2901809;Antônio Gonçalves (BA);967
2901908;Aporá (BA);3033
2901957;Apuarema (BA);2623
2902005;Aracatu (BA);2833
2902054;Araçás (BA);679
2902104;Araci (BA);13586
2902203;Aramari (BA);676
2902252;Arataca (BA);10044
2902302;Aratuípe (BA);1042
2902401;Aurelino Leal (BA);5580
2902500;Baianópolis (BA);22651
2902609;Baixa Grande (BA);2630
2902658;Banzaê (BA);5017
2902708;Barra (BA);1998
2902807;Barra da Estiva (BA);10348
2902906;Barra do Choça (BA);18144
2903003;Barra do Mendes (BA);2041
2903102;Barra do Rocha (BA);5179
2903201;Barreiras (BA);262147
2903235;Barro Alto (BA);6846
2903276;Barrocas (BA);4488
2903300;Barro Preto (BA);7184
2903409;Belmonte (BA);12902
2903508;Belo Campo (BA);2308
2903607;Biritinga (BA);3026
2903706;Boa Nova (BA);1784
2903805;Boa Vista do Tupim (BA);1069
2903904;Bom Jesus da Lapa (BA);11470
2903953;Bom Jesus da Serra (BA);871
2904001;Boninal (BA);1443
2904050;Bonito (BA);7789
2904100;Boquira (BA);2023
2904209;Botuporã (BA);1982
2904308;Brejões (BA);1905
2904407;Brejolândia (BA);275
2904506;Brotas de Macaúbas (BA);1281
2904605;Brumado (BA);1511
2904704;Buerarema (BA);7666
2904753;Buritirama (BA);1330
2904803;Caatiba (BA);341
2904852;Cabaceiras do Paraguaçu (BA);3087
2904902;Cachoeira (BA);1107
2905008;Caculé (BA);1311
2905107;Caém (BA);640
2905156;Caetanos (BA);1147
2905206;Caetité (BA);3034
2905305;Cafarnaum (BA);6360
2905404;Cairu (BA);672
2905503;Caldeirão Grande (BA);1090
2905602;Camacan (BA);8490
2905701;Camaçari (BA);508
2905800;Camamu (BA);19451
2905909;Campo Alegre de Lourdes (BA);5000
2906006;Campo Formoso (BA);36816
2906105;Canápolis (BA);1310
2906204;Canarana (BA);9840
2906303;Canavieiras (BA);7136
2906402;Candeal (BA);820
2906501;Candeias (BA);81
2906600;Candiba (BA);2390
2906709;Cândido Sales (BA);2446
2906808;Cansanção (BA);18215
2906824;Canudos (BA);2172
2906857;Capela do Alto Alegre (BA);532
2906873;Capim Grosso (BA);485
2906899;Caraíbas (BA);1797
2906907;Caravelas (BA);15947
2907004;Cardeal da Silva (BA);669
2907103;Carinhanha (BA);4093
2907202;Casa Nova (BA);10283
2907301;Castro Alves (BA);1299
2907400;Catolândia (BA);558
2907509;Catu (BA);452
2907558;Caturama (BA);1463
2907608;Central (BA);4563
2907707;Chorrochó (BA);398
2907806;Cícero Dantas (BA);12966
2907905;Cipó (BA);498
2908002;Coaraci (BA);4841
2908101;Cocos (BA);31592
2908200;Conceição da Feira (BA);461
2908309;Conceição do Almeida (BA);1232
2908408;Conceição do Coité (BA);15607
2908507;Conceição do Jacuípe (BA);862
2908606;Conde (BA);11242
2908705;Condeúba (BA);1463
2908804;Contendas do Sincorá (BA);942
2908903;Coração de Maria (BA);2180
2909000;Cordeiros (BA);737
2909109;Coribe (BA);1878
2909208;Coronel João Sá (BA);5000
2909307;Correntina (BA);266882
2909406;Cotegipe (BA);3733
2909505;Cravolândia (BA);271
2909604;Crisópolis (BA);5734
2909703;Cristópolis (BA);3465
2909802;Cruz das Almas (BA);2574
2909901;Curaçá (BA);5442
2910008;Dário Meira (BA);3829
2910057;Dias d'Ávila (BA);40
2910107;Dom Basílio (BA);2426
2910206;Dom Macedo Costa (BA);252
2910305;Elísio Medrado (BA);1019
2910404;Encruzilhada (BA);8617
2910503;Entre Rios (BA);3404
2910602;Esplanada (BA);8819
2910701;Euclides da Cunha (BA);36517
2910727;Eunápolis (BA);6490
2910750;Fátima (BA);12905
2910776;Feira da Mata (BA);430
2910800;Feira de Santana (BA);9210
2910859;Filadélfia (BA);3775
2910909;Firmino Alves (BA);312
2911006;Floresta Azul (BA);2065
2911105;Formosa do Rio Preto (BA);502529
2911204;Gandu (BA);9398
2911253;Gavião (BA);318
2911303;Gentio do Ouro (BA);870
2911402;Glória (BA);2107
2911501;Gongogi (BA);1173
2911600;Governador Mangabeira (BA);2417
2911659;Guajeru (BA);612
2911709;Guanambi (BA);4616
2911808;Guaratinga (BA);5805
2911857;Heliópolis (BA);4855
2911907;Iaçu (BA);711
2912004;Ibiassucê (BA);1235
2912103;Ibicaraí (BA);2725
2912202;Ibicoara (BA);7708
2912301;Ibicuí (BA);1041
2912400;Ibipeba (BA);7467
2912509;Ibipitanga (BA);290
2912608;Ibiquera (BA);357
2912707;Ibirapitanga (BA);18936
2912806;Ibirapuã (BA);7932
2912905;Ibirataia (BA);9064
2913002;Ibitiara (BA);817
2913101;Ibititá (BA);7513
2913200;Ibotirama (BA);955
2913309;Ichu (BA);508
2913408;Igaporã (BA);1220
2913457;Igrapiúna (BA);13301
2913507;Iguaí (BA);2840
2913606;Ilhéus (BA);40650
2913705;Inhambupe (BA);21862
2913804;Ipecaetá (BA);4774
2913903;Ipiaú (BA);5831
2914000;Ipirá (BA);3200
2914109;Ipupiara (BA);956
2914208;Irajuba (BA);730
2914307;Iramaia (BA);1109
2914406;Iraquara (BA);4368
2914505;Irará (BA);5130
2914604;Irecê (BA);1712
2914653;Itabela (BA);6360
2914703;Itaberaba (BA);2600
2914802;Itabuna (BA);7515
2914901;Itacaré (BA);17872
2915007;Itaeté (BA);1304
2915106;Itagi (BA);4863
2915205;Itagibá (BA);4438
2915304;Itagimirim (BA);167
2915353;Itaguaçu da Bahia (BA);1720
2915403;Itaju do Colônia (BA);1135
2915502;Itajuípe (BA);13715
2915601;Itamaraju (BA);16183
2915700;Itamari (BA);5175
2915809;Itambé (BA);1465
2915908;Itanagra (BA);113
2916005;Itanhém (BA);2363
2916104;Itaparica (BA);18
2916203;Itapé (BA);827
2916302;Itapebi (BA);1409
2916401;Itapetinga (BA);34
2916500;Itapicuru (BA);20455
2916609;Itapitanga (BA);1312
2916708;Itaquara (BA);298
2916807;Itarantim (BA);166
2916856;Itatim (BA);267
2916906;Itiruçu (BA);1028
2917003;Itiúba (BA);6224
2917102;Itororó (BA);1599
2917201;Ituaçu (BA);5205
2917300;Ituberá (BA);12610
2917334;Iuiu (BA);3616
2917359;Jaborandi (BA);152958
2917409;Jacaraci (BA);2057
2917508;Jacobina (BA);7933
2917607;Jaguaquara (BA);3022
2917706;Jaguarari (BA);4816
2917805;Jaguaripe (BA);7693
2917904;Jandaíra (BA);4445
2918001;Jequié (BA);9901
2918100;Jeremoabo (BA);16047
2918209;Jiquiriçá (BA);6194
2918308;Jitaúna (BA);6459
2918357;João Dourado (BA);4568
2918407;Juazeiro (BA);31471
2918456;Jucuruçu (BA);2918
2918506;Jussara (BA);4575
2918555;Jussari (BA);2415
2918605;Jussiape (BA);1053
2918704;Lafaiete Coutinho (BA);949
2918753;Lagoa Real (BA);705
2918803;Laje (BA);8579
2918902;Lajedão (BA);5223
2919009;Lajedinho (BA);203
2919058;Lajedo do Tabocal (BA);1111
2919108;Lamarão (BA);3351
2919157;Lapão (BA);4790
2919207;Lauro de Freitas (BA);13
2919306;Lençóis (BA);1576
2919405;Licínio de Almeida (BA);2677
2919504;Livramento de Nossa Senhora (BA);10242
2919553;Luís Eduardo Magalhães (BA);241316
2919603;Macajuba (BA);856
2919702;Macarani (BA);203
2919801;Macaúbas (BA);6091
2919900;Macururé (BA);180
2919926;Madre de Deus (BA);-9999
2919959;Maetinga (BA);564
2920007;Maiquinique (BA);154
2920106;Mairi (BA);3750
2920205;Malhada (BA);10543
2920304;Malhada de Pedras (BA);1762
2920403;Manoel Vitorino (BA);655
2920452;Mansidão (BA);1220
2920502;Maracás (BA);1873
2920601;Maragogipe (BA);2139
2920700;Maraú (BA);12816
2920809;Marcionílio Souza (BA);126
2920908;Mascote (BA);5964
2921005;Mata de São João (BA);659
2921054;Matina (BA);1671
2921104;Medeiros Neto (BA);5372
2921203;Miguel Calmon (BA);2904
2921302;Milagres (BA);49
2921401;Mirangaba (BA);2913
2921450;Mirante (BA);557
2921500;Monte Santo (BA);19210
2921609;Morpará (BA);1159
2921708;Morro do Chapéu (BA);5283
2921807;Mortugaba (BA);1844
2921906;Mucugê (BA);8060
2922003;Mucuri (BA);12296
2922052;Mulungu do Morro (BA);8845
2922102;Mundo Novo (BA);3180
2922201;Muniz Ferreira (BA);772
2922250;Muquém do São Francisco (BA);12896
2922300;Muritiba (BA);1559
2922409;Mutuípe (BA);10336
2922508;Nazaré (BA);952
2922607;Nilo Peçanha (BA);9282
2922656;Nordestina (BA);5170
2922706;Nova Canaã (BA);2252
2922730;Nova Fátima (BA);727
2922755;Nova Ibiá (BA);6491
2922805;Nova Itarana (BA);396
2922854;Nova Redenção (BA);1840
2922904;Nova Soure (BA);3510
2923001;Nova Viçosa (BA);3729
2923035;Novo Horizonte (BA);743
2923050;Novo Triunfo (BA);3253
2923100;Olindina (BA);2402
2923209;Oliveira dos Brejinhos (BA);1921
2923308;Ouriçangas (BA);700
2923357;Ourolândia (BA);5300
2923407;Palmas de Monte Alto (BA);4390
2923506;Palmeiras (BA);512
2923605;Paramirim (BA);2421
2923704;Paratinga (BA);2180
2923803;Paripiranga (BA);28103
2923902;Pau Brasil (BA);2116
2924009;Paulo Afonso (BA);4955
2924058;Pé de Serra (BA);467
2924108;Pedrão (BA);432
2924207;Pedro Alexandre (BA);5383
2924306;Piatã (BA);1595
2924405;Pilão Arcado (BA);4562
2924504;Pindaí (BA);3441
2924603;Pindobaçu (BA);1492
2924652;Pintadas (BA);700
2924678;Piraí do Norte (BA);7679
2924702;Piripá (BA);845
2924801;Piritiba (BA);1375
2924900;Planaltino (BA);1177
2925006;Planalto (BA);4678
2925105;Poções (BA);2629
2925204;Pojuca (BA);63
2925253;Ponto Novo (BA);1779
2925303;Porto Seguro (BA);11115
2925402;Potiraguá (BA);111
2925501;Prado (BA);12149
2925600;Presidente Dutra (BA);2122
2925709;Presidente Jânio Quadros (BA);1662
2925758;Presidente Tancredo Neves (BA);13532
2925808;Queimadas (BA);1962
2925907;Quijingue (BA);35580
2925931;Quixabeira (BA);300
2925956;Rafael Jambeiro (BA);3200
2926004;Remanso (BA);2066
2926103;Retirolândia (BA);4435
2926202;Riachão das Neves (BA);179027
2926301;Riachão do Jacuípe (BA);818
2926400;Riacho de Santana (BA);3806
2926509;Ribeira do Amparo (BA);4082
2926608;Ribeira do Pombal (BA);6562
2926657;Ribeirão do Largo (BA);2460
2926707;Rio de Contas (BA);3198
2926806;Rio do Antônio (BA);1383
2926905;Rio do Pires (BA);1679
2927002;Rio Real (BA);25190
2927101;Rodelas (BA);2460
2927200;Ruy Barbosa (BA);695
2927309;Salinas da Margarida (BA);53
2927408;Salvador (BA);3
2927507;Santa Bárbara (BA);1730
2927606;Santa Brígida (BA);4064
2927705;Santa Cruz Cabrália (BA);8410
2927804;Santa Cruz da Vitória (BA);350
2927903;Santa Inês (BA);130
2928000;Santaluz (BA);15115
2928059;Santa Luzia (BA);8334
2928109;Santa Maria da Vitória (BA);3640
2928208;Santana (BA);5669
2928307;Santanópolis (BA);1847
2928406;Santa Rita de Cássia (BA);5295
2928505;Santa Terezinha (BA);351
2928604;Santo Amaro (BA);1111
2928703;Santo Antônio de Jesus (BA);2468
2928802;Santo Estêvão (BA);6570
2928901;São Desidério (BA);602055
2928950;São Domingos (BA);3060
2929008;São Félix (BA);565
2929057;São Félix do Coribe (BA);3213
2929107;São Felipe (BA);1876
2929206;São Francisco do Conde (BA);377
2929255;São Gabriel (BA);4191
2929305;São Gonçalo dos Campos (BA);1650
2929354;São José da Vitória (BA);3022
2929370;São José do Jacuípe (BA);300
2929404;São Miguel das Matas (BA);4923
2929503;São Sebastião do Passé (BA);370
2929602;Sapeaçu (BA);2630
2929701;Sátiro Dias (BA);6760
2929750;Saubara (BA);123
2929800;Saúde (BA);1060
2929909;Seabra (BA);3447
2930006;Sebastião Laranjeiras (BA);2362
2930105;Senhor do Bonfim (BA);3119
2930154;Serra do Ramalho (BA);7940
2930204;Sento Sé (BA);2204
2930303;Serra Dourada (BA);1980
2930402;Serra Preta (BA);1552
2930501;Serrinha (BA);5174
2930600;Serrolândia (BA);870
2930709;Simões Filho (BA);195
2930758;Sítio do Mato (BA);2503
2930766;Sítio do Quinto (BA);5849
2930774;Sobradinho (BA);1083
2930808;Souto Soares (BA);7407
2930907;Tabocas do Brejo Velho (BA);2200
2931004;Tanhaçu (BA);1809
2931053;Tanque Novo (BA);1537
2931103;Tanquinho (BA);459
2931202;Taperoá (BA);6658
2931301;Tapiramutá (BA);2490
2931350;Teixeira de Freitas (BA);7402
2931400;Teodoro Sampaio (BA);65
2931509;Teofilândia (BA);3443
2931608;Teolândia (BA);9481
2931707;Terra Nova (BA);149
2931806;Tremedal (BA);2562
2931905;Tucano (BA);11859
2932002;Uauá (BA);620
2932101;Ubaíra (BA);6448
2932200;Ubaitaba (BA);2899
2932309;Ubatã (BA);5574
2932408;Uibaí (BA);3250
2932457;Umburanas (BA);4120
2932507;Una (BA);23169
2932606;Urandi (BA);2197
2932705;Uruçuca (BA);21073
2932804;Utinga (BA);1801
2932903;Valença (BA);17173
2933000;Valente (BA);3681
2933059;Várzea da Roça (BA);2037
2933109;Várzea do Poço (BA);1800
2933158;Várzea Nova (BA);7400
2933174;Varzedo (BA);2014
2933208;Vera Cruz (BA);208
2933257;Vereda (BA);535
2933307;Vitória da Conquista (BA);10082
2933406;Wagner (BA);1195
2933455;Wanderley (BA);2480
2933505;Wenceslau Guimarães (BA);14929
2933604;Xique-Xique (BA);1680
3100104;Abadia dos Dourados (MG);4750
3100203;Abaeté (MG);2378
3100302;Abre Campo (MG);4639
3100401;Acaiaca (MG);213
3100500;Açucena (MG);707
3100609;Água Boa (MG);4748
3100708;Água Comprida (MG);42509
3100807;Aguanil (MG);2666
3100906;Águas Formosas (MG);367
3101003;Águas Vermelhas (MG);1867
3101102;Aimorés (MG);2128
3101201;Aiuruoca (MG);1765
3101300;Alagoa (MG);96
3101409;Albertina (MG);1480
3101508;Além Paraíba (MG);85
3101607;Alfenas (MG);37601
3101631;Alfredo Vasconcelos (MG);339
3101706;Almenara (MG);976
3101805;Alpercata (MG);350
3101904;Alpinópolis (MG);11507
3102001;Alterosa (MG);8166
3102050;Alto Caparaó (MG);3066
3102100;Alto Rio Doce (MG);2095
3102209;Alvarenga (MG);978
3102308;Alvinópolis (MG);659
3102407;Alvorada de Minas (MG);361
3102506;Amparo do Serra (MG);868
3102605;Andradas (MG);9708
3102704;Cachoeira de Pajeú (MG);690
3102803;Andrelândia (MG);5147
3102852;Angelândia (MG);4807
3102902;Antônio Carlos (MG);639
3103009;Antônio Dias (MG);103
3103108;Antônio Prado de Minas (MG);122
3103207;Araçaí (MG);60
3103306;Aracitaba (MG);153
3103405;Araçuaí (MG);2578
3103504;Araguari (MG);66542
3103603;Arantina (MG);61
3103702;Araponga (MG);5970
3103751;Araporã (MG);13442
3103801;Arapuá (MG);982
3103900;Araújos (MG);457
3104007;Araxá (MG);25614
3104106;Arceburgo (MG);2665
3104205;Arcos (MG);6246
3104304;Areado (MG);7503
3104403;Argirita (MG);73
3104452;Aricanduva (MG);1630
3104502;Arinos (MG);9890
3104601;Astolfo Dutra (MG);241
3104700;Ataléia (MG);440
3104809;Augusto de Lima (MG);925
3104908;Baependi (MG);2027
3105004;Baldim (MG);1272
3105103;Bambuí (MG);31163
3105202;Bandeira (MG);334
3105301;Bandeira do Sul (MG);524
3105400;Barão de Cocais (MG);165
3105509;Barão de Monte Alto (MG);49
3105608;Barbacena (MG);2320
3105707;Barra Longa (MG);445
3105905;Barroso (MG);106
3106002;Bela Vista de Minas (MG);54
3106101;Belmiro Braga (MG);100
3106200;Belo Horizonte (MG);-9999
3106309;Belo Oriente (MG);317
3106408;Belo Vale (MG);2339
3106507;Berilo (MG);742
3106606;Bertópolis (MG);135
3106655;Berizal (MG);593
3106705;Betim (MG);157
3106804;Bias Fortes (MG);125
3106903;Bicas (MG);35
3107000;Biquinhas (MG);217
3107109;Boa Esperança (MG);23891
3107208;Bocaina de Minas (MG);129
3107307;Bocaiúva (MG);5776
3107406;Bom Despacho (MG);8803
3107505;Bom Jardim de Minas (MG);92
3107604;Bom Jesus da Penha (MG);9887
3107703;Bom Jesus do Amparo (MG);273
3107802;Bom Jesus do Galho (MG);3536
3107901;Bom Repouso (MG);1171
3108008;Bom Sucesso (MG);3831
3108107;Bonfim (MG);1264
3108206;Bonfinópolis de Minas (MG);42582
3108255;Bonito de Minas (MG);1698
3108305;Borda da Mata (MG);1505
3108404;Botelhos (MG);7594
3108503;Botumirim (MG);1724
3108552;Brasilândia de Minas (MG);17601
3108602;Brasília de Minas (MG);2562
3108701;Brás Pires (MG);481
3108800;Braúnas (MG);459
3108909;Brazópolis (MG);2146
3109006;Brumadinho (MG);1335
3109105;Bueno Brandão (MG);4186
3109204;Buenópolis (MG);1355
3109253;Bugre (MG);72
3109303;Buritis (MG);131050
3109402;Buritizeiro (MG);32611
3109451;Cabeceira Grande (MG);28460
3109501;Cabo Verde (MG);10307
3109600;Cachoeira da Prata (MG);7
3109709;Cachoeira de Minas (MG);3597
3109808;Cachoeira Dourada (MG);16420
3109907;Caetanópolis (MG);81
3110004;Caeté (MG);406
3110103;Caiana (MG);4330
3110202;Cajuri (MG);1620
3110301;Caldas (MG);5543
3110400;Camacho (MG);1614
3110509;Camanducaia (MG);787
3110608;Cambuí (MG);501
3110707;Cambuquira (MG);6673
3110806;Campanário (MG);128
3110905;Campanha (MG);11201
3111002;Campestre (MG);16553
3111101;Campina Verde (MG);13051
3111150;Campo Azul (MG);584
3111200;Campo Belo (MG);6140
3111309;Campo do Meio (MG);7871
3111408;Campo Florido (MG);68074
3111507;Campos Altos (MG);20433
3111606;Campos Gerais (MG);25062
3111705;Canaã (MG);2057
3111804;Canápolis (MG);45862
3111903;Cana Verde (MG);1037
3112000;Candeias (MG);12330
3112059;Cantagalo (MG);238
3112109;Caparaó (MG);5131
3112208;Capela Nova (MG);981
3112307;Capelinha (MG);8216
3112406;Capetinga (MG);7050
3112505;Capim Branco (MG);86
3112604;Capinópolis (MG);60940
3112653;Capitão Andrade (MG);76
3112703;Capitão Enéas (MG);1188
3112802;Capitólio (MG);3708
3112901;Caputira (MG);4937
3113008;Caraí (MG);1661
3113107;Caranaíba (MG);263
3113206;Carandaí (MG);8404
3113305;Carangola (MG);4830
3113404;Caratinga (MG);11039
3113503;Carbonita (MG);890
3113602;Careaçu (MG);2326
3113701;Carlos Chagas (MG);263
3113800;Carmésia (MG);128
3113909;Carmo da Cachoeira (MG);14597
3114006;Carmo da Mata (MG);1604
3114105;Carmo de Minas (MG);6167
3114204;Carmo do Cajuru (MG);293
3114303;Carmo do Paranaíba (MG);15426
3114402;Carmo do Rio Claro (MG);30455
3114501;Carmópolis de Minas (MG);1199
